Age,Flight Distance,Gender,Customer Type,Type of Travel,Class
33,1697,1,1,1,Eco
29,2100,0,1,0,Eco
39,3085,0,1,0,Eco Plus
24,4665,1,1,1,Business
60,1567,0,1,0,Eco
44,3053,0,0,1,Business
37,1643,0,0,1,Eco
30,2088,1,1,0,Eco
71,719,1,1,1,Eco Plus
33,3586,0,1,0,Eco
8,3068,1,1,1,Business
19,1757,1,1,0,Eco
10,2255,0,1,1,Business
28,4338,0,1,1,Business
30,1531,0,1,1,Business
22,3126,1,1,1,Eco
47,847,1,1,0,Eco
47,444,1,1,0,Business
25,2392,0,1,0,Eco
26,2323,0,0,1,Business
57,1451,0,1,0,Eco Plus
37,2097,1,1,1,Eco
49,3981,0,1,1,Business
45,1121,0,1,0,Eco
35,2019,0,1,0,Eco
28,1463,0,1,1,Business
60,462,1,1,1,Business
38,2213,1,1,0,Eco
44,3916,0,1,1,Business
24,1857,0,0,1,Eco
26,2988,1,1,0,Eco
59,625,1,1,1,Business
8,2422,0,1,0,Eco
24,1684,0,0,1,Business
47,1633,0,1,1,Eco
48,3483,0,1,1,Business
60,355,1,1,0,Eco Plus
16,2367,1,1,1,Eco
34,1512,0,1,1,Business
59,1881,0,1,0,Eco
39,486,0,1,1,Business
30,4275,0,1,1,Business
13,1057,1,1,0,Eco
38,1586,1,1,1,Business
7,2266,1,1,0,Eco
51,3570,1,1,1,Business
13,2171,0,1,0,Eco
51,2749,0,1,0,Eco
70,256,1,1,0,Eco
47,2521,0,1,1,Business
49,3992,1,1,1,Business
30,3423,1,1,1,Business
58,2256,1,1,1,Business
50,2188,1,0,1,Eco
50,2548,1,1,1,Business
57,868,1,1,0,Eco
47,967,1,1,1,Eco
61,635,1,1,0,Eco
7,1854,0,1,0,Eco Plus
23,1321,0,0,1,Eco
63,1841,1,1,0,Eco Plus
16,2883,0,1,0,Eco
28,1174,1,1,1,Business
46,69,1,1,0,Eco
40,2639,0,1,1,Eco
30,2177,1,0,1,Business
21,1871,0,0,1,Eco
67,350,0,1,1,Business
45,2674,1,1,1,Business
17,4000,0,1,0,Eco
46,1708,0,0,0,Eco
28,2842,0,1,0,Eco Plus
39,1024,1,1,1,Business
24,2418,1,1,1,Business
53,2123,0,1,1,Eco Plus
46,322,1,1,1,Eco Plus
32,2858,0,1,1,Eco
31,2747,1,1,1,Eco
54,3959,1,1,1,Business
58,848,1,1,0,Eco
50,601,1,1,0,Business
64,752,1,1,0,Eco
38,1616,0,1,0,Eco
27,3348,1,1,1,Business
28,1822,1,1,1,Eco
58,637,1,1,0,Eco
31,4172,0,1,1,Business
24,998,1,0,1,Business
20,1984,1,1,0,Eco
49,2866,0,1,1,Business
51,1158,0,1,0,Eco Plus
49,757,1,1,0,Eco
19,1234,0,1,0,Eco
47,2214,0,0,1,Business
44,438,1,1,1,Business
64,3455,0,1,1,Business
54,1130,0,1,0,Business
19,2651,1,0,1,Eco
28,2376,1,1,0,Eco
24,1639,1,0,1,Business
59,1270,1,1,1,Eco
45,1161,1,1,1,Business
62,86,1,1,0,Eco
39,1124,1,0,1,Eco
22,2872,1,0,1,Eco
21,1622,0,0,1,Eco
51,247,1,1,1,Business
30,1928,0,1,0,Eco
29,1885,1,1,0,Eco
20,1852,1,1,1,Eco
77,1543,0,0,1,Eco
41,3332,0,1,0,Eco
46,1952,1,0,1,Eco
28,2259,1,1,0,Eco
44,2341,0,1,1,Business
72,1670,0,1,1,Business
20,1327,1,0,1,Eco
36,534,1,1,1,Business
60,105,0,1,1,Business
55,1617,1,1,1,Business
27,3066,0,1,0,Eco
20,2088,1,0,1,Eco
58,498,1,1,1,Eco
58,3460,1,1,1,Business
52,3007,1,1,1,Business
16,2128,1,1,1,Eco
69,1456,0,1,0,Eco
22,2148,1,0,1,Eco
53,682,1,1,1,Business
25,2468,1,0,1,Eco
40,2129,0,1,0,Eco
49,2218,0,1,0,Eco
24,1474,0,0,1,Eco
28,1575,0,1,0,Eco
22,1767,1,0,1,Eco
62,831,1,1,1,Eco
31,3276,1,1,1,Business
36,1263,1,1,1,Business
68,2196,1,1,0,Eco
66,2980,0,1,0,Eco
42,817,1,1,1,Eco
23,1884,0,1,0,Eco
33,2695,0,1,1,Business
25,4124,1,1,0,Eco Plus
25,2285,1,0,1,Eco
16,1576,1,1,1,Business
57,335,1,1,0,Eco
9,2172,0,1,0,Eco
49,307,1,1,1,Business
23,1780,1,0,1,Eco
49,2154,0,1,0,Eco
56,2623,0,1,1,Business
42,3526,0,0,1,Eco
25,2256,1,0,1,Eco
27,2003,0,1,1,Business
27,5894,0,1,1,Business
50,1451,0,0,1,Eco
29,3490,1,1,1,Business
43,429,1,1,0,Eco
33,3110,0,1,1,Business
27,1627,0,1,0,Eco
21,1903,0,1,0,Eco
17,1911,0,1,0,Eco Plus
32,2688,0,1,0,Eco
30,4285,1,1,1,Business
27,1913,1,0,1,Eco
67,1269,0,1,0,Eco
56,562,0,1,1,Business
47,770,1,1,0,Eco
48,5397,1,1,1,Business
57,858,1,1,1,Business
39,3783,1,1,1,Business
37,622,1,1,1,Business
36,3715,0,1,1,Eco
66,1946,1,1,0,Eco
41,3739,1,1,1,Business
23,2879,0,1,1,Eco
42,101,1,1,1,Eco Plus
22,2550,1,0,1,Eco
10,2122,0,0,1,Business
27,1773,0,0,1,Business
37,2018,1,0,1,Eco Plus
10,1647,1,1,0,Business
21,2300,0,0,1,Eco
8,1608,0,1,0,Eco
44,858,1,1,1,Business
32,2591,1,1,0,Eco
35,2241,1,0,1,Eco
30,5453,1,1,1,Business
70,410,1,1,0,Eco
34,1431,0,1,1,Business
49,1367,0,1,1,Business
25,1915,1,0,1,Eco
51,1041,1,1,1,Business
32,1790,0,1,0,Business
17,1843,0,1,0,Eco
29,2240,0,1,1,Business
56,672,1,1,1,Eco
56,1127,0,1,1,Eco
59,2412,0,1,0,Eco
22,1370,1,0,1,Eco
48,1751,1,0,1,Eco
21,1425,1,0,1,Business
37,367,1,1,1,Business
64,377,1,1,0,Eco
23,3292,0,1,1,Business
29,2798,1,1,1,Business
45,3387,1,1,1,Business
40,2697,0,1,1,Business
23,4306,1,1,1,Business
21,2491,1,1,1,Business
25,1275,0,0,1,Business
39,2044,0,1,0,Eco
39,2067,1,1,1,Eco
37,2964,1,0,1,Eco
55,351,1,1,0,Eco
36,1164,0,0,1,Business
46,1508,0,1,1,Eco Plus
50,2155,0,1,0,Eco
22,1382,0,1,0,Eco Plus
52,2883,1,1,1,Business
29,4136,0,1,1,Business
58,255,0,1,0,Business
41,3805,1,1,1,Business
21,2098,1,0,1,Business
48,470,1,1,1,Eco
41,1620,1,1,1,Business
43,1902,1,0,1,Eco
27,3492,1,1,0,Eco
54,99,1,1,0,Business
39,2472,0,1,1,Business
58,662,1,1,1,Business
40,1705,0,1,1,Eco Plus
51,3007,1,1,1,Business
59,813,1,1,1,Business
33,1712,1,1,1,Eco
26,3615,1,1,1,Business
28,1596,0,1,0,Eco
32,2516,1,1,0,Eco
23,1727,0,0,1,Eco
26,1865,0,0,1,Eco
32,2599,1,1,0,Eco
23,1877,1,0,1,Eco
37,215,1,1,1,Business
15,1940,0,1,0,Eco
24,4132,1,1,1,Business
49,1525,0,1,0,Eco Plus
69,2434,0,1,0,Eco
44,1811,0,1,1,Eco
66,1771,0,1,0,Eco
31,1866,0,1,0,Eco
45,1737,0,1,0,Eco
40,3700,0,1,1,Business
11,2270,1,1,0,Eco Plus
40,2093,1,1,1,Business
41,2052,0,1,1,Business
52,339,0,1,1,Business
10,3785,0,1,0,Eco
25,1707,0,0,1,Business
50,1201,1,1,0,Eco
47,96,1,1,0,Eco
55,1479,1,1,1,Business
27,2191,0,1,1,Business
7,1673,1,1,0,Eco Plus
65,1212,0,0,1,Business
46,2505,1,1,0,Eco
22,2790,1,0,1,Eco
32,1801,1,1,0,Eco
49,2628,0,1,1,Business
23,1688,0,0,1,Eco
56,1598,0,1,1,Business
59,1778,1,1,1,Business
36,1695,1,0,1,Business
54,1274,0,1,0,Business
69,1590,0,1,1,Business
39,2498,1,0,1,Business
68,2398,0,1,0,Eco
47,2166,0,1,1,Business
37,342,0,1,0,Business
57,625,1,1,0,Business
24,2163,1,1,0,Eco
54,1689,0,1,1,Business
34,2345,0,0,1,Business
29,2007,0,1,0,Business
46,400,1,1,1,Eco Plus
50,437,0,1,0,Business
22,3571,1,1,1,Business
17,1742,1,0,1,Eco Plus
15,2670,1,0,1,Eco
45,1794,1,1,0,Eco
54,3620,1,1,1,Business
12,2241,0,0,1,Eco
7,2243,0,1,0,Business
52,568,1,1,0,Eco
36,2353,0,0,1,Eco
45,385,1,1,0,Eco
47,2577,1,1,1,Business
49,1305,1,0,1,Business
46,640,1,1,0,Eco
38,1292,1,1,0,Eco
39,1082,0,1,0,Eco Plus
26,1792,0,0,1,Eco
41,2858,1,1,1,Business
68,1067,0,1,0,Eco
60,431,1,1,1,Eco Plus
23,1532,0,0,1,Eco
61,3272,1,1,1,Business
7,2893,0,1,0,Business
31,3703,0,1,1,Business
56,1830,0,1,1,Eco
35,455,1,1,1,Business
26,1847,0,1,0,Eco
23,2351,0,0,1,Eco
44,1958,1,1,0,Eco
60,353,1,1,1,Business
62,1919,0,1,1,Eco
57,1491,0,1,1,Business
61,1222,1,1,0,Eco
59,3382,0,1,1,Business
30,1080,1,0,1,Eco
23,2530,0,1,0,Eco
17,1402,0,1,1,Eco
36,1360,1,0,1,Eco
24,3477,0,1,1,Business
28,2377,0,0,1,Business
19,1883,0,0,1,Eco
28,2733,0,1,1,Eco Plus
69,379,1,1,0,Eco
35,1393,1,0,1,Eco
7,1490,0,1,0,Eco
52,3610,0,1,1,Business
30,1836,1,1,0,Eco
48,978,1,1,1,Business
23,2419,1,0,1,Eco
71,395,0,1,1,Business
45,2293,1,0,1,Eco
56,3109,1,1,1,Business
38,1930,0,1,1,Eco Plus
42,872,1,1,0,Eco
50,3719,1,1,1,Business
42,1869,0,1,1,Business
35,2577,0,1,1,Eco
50,931,1,1,0,Eco
27,1717,0,0,1,Business
68,1949,1,0,0,Eco
25,1675,0,1,1,Business
69,2594,1,1,0,Eco
59,88,1,1,1,Business
65,256,1,1,1,Business
53,563,1,1,1,Business
44,1645,0,1,1,Business
27,2364,1,0,1,Eco
59,1812,1,1,1,Business
25,1318,1,1,0,Eco
10,1280,0,1,0,Eco
38,1560,1,0,1,Eco
52,1966,0,1,0,Eco
54,2865,1,1,1,Business
42,1993,1,1,1,Business
42,2735,1,1,1,Business
61,1337,1,0,1,Business
30,4387,0,1,1,Business
45,1946,0,1,1,Business
65,805,1,1,0,Eco Plus
49,1466,0,1,0,Eco
38,3392,0,1,1,Business
14,2034,1,1,0,Eco
52,1965,1,1,0,Eco
23,2030,0,1,0,Business
17,2867,0,1,1,Business
47,2213,1,1,1,Business
9,1744,0,1,0,Eco Plus
53,194,1,1,0,Eco
48,374,1,1,1,Business
46,1488,0,1,0,Eco
46,581,0,1,1,Business
29,2229,0,0,1,Business
58,99,1,1,1,Business
64,2022,0,1,0,Eco
19,4102,0,1,1,Business
16,1164,1,0,1,Eco
35,2631,1,1,1,Business
59,235,0,1,1,Business
17,1766,0,1,0,Eco
45,2605,0,1,1,Eco
36,2150,0,0,1,Business
41,3500,0,1,1,Business
32,2145,1,1,0,Eco
60,2240,0,1,1,Eco
48,2179,0,1,1,Business
26,2336,1,1,0,Eco
45,3585,1,1,1,Business
52,341,1,1,1,Eco
34,1828,0,0,1,Business
45,1875,0,0,1,Eco
38,308,0,1,1,Business
26,3597,1,1,1,Business
36,1547,0,1,0,Eco
35,1014,0,1,1,Eco
35,334,0,1,1,Business
58,1857,1,1,1,Business
25,1512,1,0,1,Eco
21,1895,0,0,1,Eco
42,54,0,1,1,Business
34,2286,1,1,0,Eco
48,1783,0,1,1,Eco
25,1789,1,0,1,Business
41,1723,0,1,1,Eco
44,2507,1,1,1,Eco
54,566,0,1,1,Business
47,1301,0,1,0,Eco
26,1425,1,0,1,Eco
56,378,1,1,1,Business
54,4256,0,1,1,Eco Plus
78,2236,0,0,1,Eco
40,1192,1,0,1,Business
35,1794,1,1,1,Eco
59,1889,1,1,1,Business
26,1468,0,0,1,Business
37,1522,0,1,1,Eco
35,1853,0,1,0,Eco
40,1943,1,1,1,Business
50,1689,0,1,1,Eco
31,938,0,1,0,Eco
25,3976,0,1,1,Eco
48,2471,0,0,1,Eco
67,1625,1,1,0,Business
24,1310,1,0,1,Eco
22,2339,0,0,1,Eco
60,1582,0,1,1,Eco
11,2226,1,0,1,Eco
50,1242,1,1,0,Eco
54,2261,0,1,1,Business
41,2230,0,1,1,Eco
46,2481,1,1,1,Business
57,3126,0,1,0,Eco
34,483,0,1,1,Business
20,1939,1,0,1,Eco
25,2917,1,0,1,Eco Plus
40,1182,0,0,1,Eco
57,2345,1,1,1,Business
29,2532,0,1,0,Eco Plus
76,273,0,1,1,Business
21,3161,1,0,1,Eco
12,3796,0,0,1,Eco
64,1665,1,1,0,Eco
27,1893,1,0,1,Eco
58,548,1,1,1,Eco Plus
14,2237,1,0,1,Eco
15,1225,0,1,0,Eco
33,1796,0,1,1,Eco Plus
14,2602,1,0,1,Eco
31,2764,1,1,1,Business
23,1350,1,0,1,Business
26,2805,0,1,0,Eco Plus
41,2016,1,0,1,Business
43,1037,1,1,1,Business
26,2926,1,0,1,Eco
46,1863,0,1,0,Eco Plus
43,1640,1,1,1,Business
40,1740,0,0,1,Business
22,2344,0,1,0,Eco
30,2740,1,1,0,Eco
41,2578,0,1,1,Business
42,490,1,1,0,Eco
9,1273,0,1,0,Eco
45,2708,1,1,1,Business
25,1382,1,0,1,Business
55,2310,1,1,1,Business
25,3821,1,1,1,Business
26,1530,0,0,1,Eco
60,254,0,1,1,Business
10,2429,0,0,1,Eco
40,1498,1,1,1,Eco Plus
67,925,1,1,0,Eco
49,2134,0,1,1,Business
38,2164,0,1,0,Eco
20,3168,0,0,1,Eco
38,2793,0,0,1,Business
33,4697,0,1,1,Business
44,2190,0,1,0,Eco
32,3853,1,1,1,Business
33,1286,1,0,1,Business
55,2376,0,1,1,Business
35,1643,0,1,0,Eco
58,3547,1,1,1,Business
21,751,0,0,1,Business
15,3019,0,1,0,Business
19,2075,1,1,0,Eco
21,1250,1,1,0,Eco
15,1717,1,0,1,Eco
39,1549,1,1,1,Business
64,1871,0,1,0,Eco
69,3518,0,1,0,Eco
56,3522,0,1,1,Business
30,2069,0,1,0,Eco
53,1523,0,1,0,Eco
59,948,0,1,1,Business
47,2748,0,0,1,Eco
78,300,1,1,1,Eco
25,1527,1,1,1,Business
55,1064,0,1,1,Business
40,2551,1,1,1,Eco
32,1353,0,1,0,Eco
38,2515,0,1,1,Business
41,2946,1,1,1,Business
50,1094,1,1,1,Eco
36,2068,1,1,1,Business
55,1648,0,0,1,Eco
21,1612,1,0,1,Eco
51,3885,0,1,1,Business
43,1483,0,1,1,Eco
42,2277,1,1,1,Business
57,1757,0,1,1,Business
52,1919,0,1,1,Business
60,3878,0,1,1,Business
42,616,1,1,1,Eco
45,3627,0,1,1,Business
47,2848,1,1,1,Business
40,1804,1,1,1,Eco
30,3808,0,1,1,Business
65,4540,0,1,0,Eco
16,1747,1,1,0,Eco Plus
27,1115,1,0,1,Eco
40,1973,0,0,1,Eco
37,2150,0,0,1,Eco
49,1960,0,1,1,Business
44,3946,0,1,1,Business
42,2271,0,1,1,Business
47,1575,0,1,0,Eco
39,2806,1,1,1,Business
60,2770,0,1,0,Eco
32,3824,0,1,1,Business
10,2722,0,1,0,Eco Plus
57,1894,1,1,1,Business
39,2100,0,1,1,Business
33,1365,0,1,0,Eco Plus
15,2573,1,1,0,Eco
24,2302,0,0,1,Eco
21,1795,1,1,1,Business
29,2450,1,1,1,Business
44,3095,1,0,1,Business
15,2515,1,1,0,Eco
42,878,0,1,1,Eco
23,4089,0,1,1,Business
22,3349,0,1,0,Eco
54,2079,1,1,1,Business
42,1042,0,1,1,Business
49,515,0,1,1,Business
21,3338,0,1,1,Business
51,133,1,1,1,Business
14,2212,1,1,0,Eco
76,3274,0,1,1,Business
42,2092,0,0,1,Eco
30,2247,1,1,0,Eco
35,2392,0,0,1,Business
49,3161,0,1,1,Business
26,2514,1,1,1,Eco
38,3904,0,1,1,Business
58,646,1,1,1,Eco
36,2543,1,0,1,Eco
56,84,1,1,1,Business
39,2343,1,1,1,Business
50,578,1,1,1,Business
44,543,0,1,1,Business
20,1884,0,1,0,Eco
28,4759,1,1,1,Business
63,1675,0,1,0,Eco
56,700,0,1,1,Business
65,1630,0,1,0,Eco
56,475,1,1,1,Business
35,1305,0,1,0,Eco
29,4669,1,1,1,Business
47,1024,1,1,1,Eco
59,1543,0,1,1,Eco
26,1604,0,0,1,Business
51,639,1,1,1,Eco Plus
66,2040,0,1,0,Eco
28,1920,1,1,1,Business
17,3079,1,0,1,Eco
28,3511,0,1,1,Eco Plus
69,942,1,1,0,Eco Plus
44,658,1,1,0,Eco
33,2185,1,1,0,Eco
51,3688,0,1,1,Business
63,3236,0,1,0,Eco
42,2541,1,1,1,Business
36,1439,0,0,1,Business
30,5330,0,1,1,Business
20,1837,1,0,1,Eco
31,1930,0,1,0,Eco Plus
51,376,1,1,1,Business
38,1197,1,0,1,Business
49,978,1,1,1,Business
40,1758,0,1,1,Business
42,1988,1,0,1,Business
26,2233,1,0,1,Business
40,1410,0,1,1,Business
66,1619,0,1,0,Eco
80,1734,0,0,1,Eco
15,5505,0,1,1,Business
39,1603,1,1,0,Eco
35,2344,1,1,0,Eco
64,1203,1,1,0,Eco
49,273,1,1,0,Eco
69,1779,0,1,0,Eco
50,1966,0,1,1,Eco Plus
54,271,0,1,1,Business
43,1195,0,1,0,Eco
26,1626,0,0,1,Eco
33,1262,1,0,1,Eco
33,2102,1,0,1,Eco
43,403,1,1,1,Business
59,284,1,1,1,Business
43,1624,0,1,1,Business
49,2301,0,1,1,Business
16,2097,0,1,0,Eco
42,903,1,1,0,Eco
44,1862,0,1,1,Business
34,1903,0,0,1,Business
37,1600,0,0,1,Eco
44,2167,0,1,0,Eco
25,1851,0,1,1,Eco
60,2556,0,1,0,Eco Plus
20,2468,1,0,1,Business
54,692,0,1,1,Business
45,458,1,1,0,Eco
35,1461,0,1,0,Eco
38,1757,1,0,1,Eco
25,2190,0,1,0,Eco
65,2132,0,1,0,Eco
27,2487,1,1,1,Business
33,4449,0,1,1,Business
25,2052,0,1,0,Eco
54,912,0,1,1,Business
23,2108,0,1,1,Eco Plus
13,2554,0,1,0,Eco
23,1481,0,0,1,Business
34,1892,0,1,1,Business
39,1291,1,0,1,Eco
43,735,1,1,0,Eco
49,3499,0,1,1,Business
30,2148,1,1,0,Eco
57,1524,0,0,1,Business
36,1511,1,1,1,Eco Plus
39,2411,0,1,1,Business
55,84,1,1,0,Eco Plus
68,973,1,1,0,Eco Plus
27,1621,0,1,1,Eco
49,2222,0,1,1,Eco Plus
51,396,0,1,1,Business
41,1286,0,1,0,Eco
37,1418,1,1,0,Eco
56,1935,0,1,1,Business
41,251,0,1,1,Business
22,1424,1,0,1,Eco
41,1594,0,1,1,Business
60,3131,0,1,1,Business
23,2608,1,1,0,Eco
16,1884,1,0,1,Eco
24,2024,1,1,0,Eco
45,3414,1,1,1,Business
63,1826,0,1,0,Eco Plus
49,1235,1,1,1,Eco Plus
9,1630,1,1,0,Eco
35,277,1,1,1,Business
31,2202,1,1,1,Eco
27,3390,0,1,1,Business
40,372,1,1,1,Business
63,1676,0,1,0,Eco
44,88,1,1,1,Eco
39,2690,1,0,1,Business
34,1818,1,1,0,Eco
19,1476,0,1,0,Eco
26,2072,0,0,1,Business
51,359,1,1,0,Eco Plus
45,2434,1,1,1,Business
37,1641,1,1,1,Business
55,2114,0,1,1,Business
19,1653,0,1,0,Eco
38,2023,1,0,1,Business
15,2234,0,1,0,Eco Plus
58,656,1,1,0,Eco
19,1795,1,0,1,Eco
26,1763,0,0,1,Eco
46,360,1,1,1,Business
32,1845,1,1,1,Business
40,2073,1,1,1,Eco Plus
36,3173,0,1,0,Eco
51,1938,0,1,1,Business
54,373,1,1,0,Eco
33,1142,0,1,0,Business
47,2596,1,1,1,Business
66,220,1,1,0,Eco
42,3835,0,1,1,Business
72,80,1,1,1,Eco Plus
65,502,1,1,0,Eco
32,2252,0,1,0,Eco
56,3264,1,1,1,Business
37,2290,1,1,1,Business
45,584,1,1,1,Eco Plus
61,1457,0,1,0,Eco
48,1609,0,0,1,Business
24,1745,1,0,1,Business
35,1387,0,1,1,Eco
71,1529,0,1,1,Eco
64,1732,0,1,0,Eco Plus
59,1170,1,1,1,Business
39,1311,1,0,1,Business
30,1555,1,0,1,Eco
46,2125,1,1,1,Business
29,1992,1,0,1,Business
42,2966,0,1,1,Business
44,3772,0,1,1,Business
47,2711,1,1,1,Business
35,1475,1,0,1,Business
22,1862,1,0,1,Business
31,1517,1,1,0,Eco
31,2338,1,0,1,Eco
27,3161,1,1,1,Business
41,1484,1,1,1,Business
20,1930,1,0,1,Eco
26,1560,1,0,1,Eco
60,1591,0,1,1,Business
49,1714,1,0,1,Business
25,3448,0,1,1,Business
49,3477,1,1,1,Business
57,1635,1,1,1,Business
49,1321,0,1,0,Eco
26,3623,0,0,1,Business
30,3628,1,1,1,Business
46,522,1,1,1,Eco
41,1107,0,1,0,Eco
33,3865,1,1,0,Eco
15,2517,0,1,1,Business
23,1262,1,1,0,Business
51,843,1,1,0,Eco
59,77,1,1,1,Business
62,1928,1,0,1,Business
40,3484,1,1,1,Business
56,79,1,1,1,Business
27,2316,0,1,0,Eco
10,1405,0,0,1,Eco
13,2098,0,0,1,Eco
52,1102,0,1,1,Business
55,421,1,1,0,Business
34,2674,0,1,0,Eco Plus
53,1104,0,1,1,Business
47,2878,0,1,0,Eco
51,2592,1,1,1,Eco
30,2681,1,1,1,Business
42,2897,1,0,1,Eco
30,1702,1,1,0,Eco Plus
26,1926,0,1,1,Eco
41,878,0,1,1,Business
64,966,1,1,0,Eco
67,2146,1,1,0,Eco
29,1668,1,1,0,Eco
34,2101,0,0,1,Business
35,2447,1,1,1,Eco
25,2034,1,0,1,Eco
62,586,1,1,1,Eco
64,2482,0,1,0,Eco
25,1850,1,0,1,Eco
67,3589,0,1,0,Eco
41,1451,1,1,1,Business
54,947,1,1,1,Business
52,2444,0,1,1,Business
40,2022,1,1,1,Business
35,2465,0,1,0,Eco
52,2618,0,1,1,Business
24,2202,0,0,1,Business
45,575,1,1,0,Eco
19,2231,1,1,0,Eco
21,2916,0,0,1,Eco
58,1008,1,1,0,Eco
28,1750,1,1,1,Business
39,2274,0,1,0,Eco
47,3768,0,1,1,Business
29,2354,0,0,1,Eco
49,459,1,1,1,Business
17,2470,1,1,0,Eco Plus
28,3349,1,1,1,Business
60,895,1,1,1,Business
11,3158,0,1,0,Business
44,1753,1,1,1,Business
37,2587,1,1,1,Business
54,785,1,1,1,Eco
46,2972,1,1,1,Business
40,2058,1,1,1,Eco
39,2452,1,1,0,Eco Plus
59,3919,0,1,1,Business
59,2505,0,1,1,Business
39,711,0,1,1,Business
55,617,1,1,1,Eco Plus
52,2491,0,1,1,Business
34,2440,0,1,1,Eco
27,1711,1,0,1,Eco
45,2657,1,1,1,Business
30,2947,1,1,1,Business
55,245,1,1,0,Eco
24,1785,0,0,1,Eco
52,2381,0,1,1,Eco
11,1951,1,0,1,Eco
25,5271,1,1,1,Business
48,1551,1,1,1,Eco
50,2699,0,1,0,Eco Plus
28,1600,0,1,1,Eco
36,2396,0,1,0,Eco
41,1909,1,1,0,Eco
32,1781,1,1,1,Eco Plus
38,1791,0,1,1,Eco
28,2268,0,1,0,Eco
30,1835,1,0,1,Eco
19,2019,0,1,0,Eco
11,1093,1,1,0,Eco
22,1531,0,0,1,Business
45,553,1,1,1,Business
62,2677,1,1,1,Business
14,1593,0,1,0,Eco
59,1198,1,1,0,Eco
60,350,0,1,1,Business
51,1177,1,1,1,Business
40,1887,1,0,1,Business
54,398,1,1,0,Eco
19,5041,0,1,1,Business
57,1154,0,1,1,Eco
44,2619,0,1,1,Business
48,3275,0,0,1,Business
49,1805,0,1,0,Eco
34,1378,1,0,1,Eco Plus
57,341,1,1,1,Eco
54,1986,0,1,1,Business
26,1915,1,0,1,Business
41,2437,1,1,1,Eco
27,2653,0,1,1,Business
45,705,1,1,1,Eco
25,4133,1,1,1,Business
51,1063,0,1,0,Eco
33,2723,1,1,1,Business
32,2949,0,1,0,Eco
40,3110,0,1,1,Business
31,1809,0,1,0,Eco
22,1893,0,1,1,Eco
49,81,1,1,1,Eco
54,1818,1,1,1,Business
25,1546,0,0,1,Business
20,1302,1,1,0,Eco
24,1452,1,1,0,Eco
49,1029,0,1,0,Eco
17,2017,0,1,0,Eco
31,3574,0,0,1,Business
26,2544,1,0,1,Eco
29,1456,0,1,1,Eco
43,1815,1,1,0,Eco
15,2314,1,0,1,Eco
22,2225,0,0,1,Eco
10,2851,1,1,0,Eco
53,1475,1,1,1,Business
7,2827,0,1,0,Eco
57,1626,1,1,1,Business
29,2224,1,1,0,Eco
33,1112,1,1,1,Eco Plus
55,1564,0,1,1,Eco
8,2230,1,1,0,Eco
52,2354,0,1,1,Eco
54,678,1,1,1,Eco Plus
50,1647,1,1,0,Eco
70,435,0,1,1,Business
35,2167,1,1,0,Eco
25,2182,1,0,1,Eco
23,2456,0,0,1,Business
11,2587,0,0,1,Business
38,2199,1,0,1,Business
23,1391,0,0,1,Business
39,2171,0,1,1,Eco Plus
18,1674,0,0,1,Eco
48,773,0,1,1,Business
70,341,1,1,0,Eco
55,2678,1,1,1,Business
49,1838,0,1,0,Eco
8,2117,1,1,0,Eco
17,3695,1,1,1,Business
29,2490,1,0,1,Eco
57,1742,0,1,0,Eco
39,2095,0,1,1,Business
58,574,1,1,1,Business
25,1960,1,1,0,Eco
34,1773,0,1,0,Eco Plus
59,2443,0,1,1,Business
51,3315,0,1,0,Eco Plus
38,3268,0,1,1,Business
23,1431,0,1,1,Business
57,3999,0,1,1,Business
42,2655,0,1,1,Eco
7,2179,0,1,0,Eco
43,230,1,1,1,Business
40,1597,0,1,0,Eco Plus
19,1454,0,0,1,Eco
24,2670,1,0,1,Business
38,1909,1,1,1,Eco
27,1432,0,0,1,Business
70,1593,0,1,1,Business
44,458,0,1,1,Business
9,2069,1,1,0,Eco
48,2964,1,1,1,Business
45,600,1,1,1,Eco
38,1495,0,0,1,Business
37,1506,1,1,1,Business
60,1612,0,1,1,Business
39,4011,1,1,1,Business
62,2130,1,1,0,Eco Plus
24,2366,0,0,1,Eco
46,777,1,1,1,Business
37,1281,0,0,1,Business
25,1514,1,1,0,Eco
51,2998,1,1,1,Business
21,1471,1,1,0,Business
49,1597,0,1,0,Eco Plus
72,3815,1,1,1,Business
37,1325,1,0,1,Eco
34,1853,0,1,0,Eco
34,1336,1,1,0,Eco
28,2756,1,1,1,Business
36,3099,1,1,1,Business
54,3220,1,1,1,Business
42,590,1,1,0,Eco
15,3689,1,1,1,Business
11,2078,0,1,0,Eco
41,1913,1,1,0,Eco
47,2501,0,1,1,Business
40,83,0,1,1,Business
59,2234,1,1,1,Business
28,1803,0,0,1,Business
31,1725,1,1,0,Eco
37,1784,0,0,1,Eco
52,225,1,1,1,Business
48,1063,1,1,1,Eco
45,2261,1,1,1,Business
39,3249,1,1,0,Eco Plus
27,1569,0,0,1,Eco Plus
32,2243,1,1,0,Eco
59,1677,0,1,0,Eco
37,2579,1,0,1,Business
56,1661,0,1,1,Business
51,3500,1,1,1,Business
51,1940,0,1,1,Business
58,830,1,1,1,Business
59,634,1,1,0,Eco
25,4689,1,1,1,Business
25,2386,0,0,1,Eco
54,2320,1,1,1,Business
23,2259,0,0,1,Eco
51,2949,0,1,1,Business
9,1770,1,1,0,Eco
